Date,Temp,Feels_Like,Dew Point (°F),Wind Speed (mph),Wind Gust (mph),Max Daily Gust (mph),Humidity (%),Solar Radiation (W/m^2)
3/31/2023 13:25,50.5,50.5,25.2,1.3,5.8,12.5,37,807.9
3/31/2023 13:20,48.6,48.6,24.8,1.6,3.4,12.5,39,356.5
3/31/2023 13:15,49.3,48.4,24.8,3.6,9.2,12.5,38,255.6
3/31/2023 13:10,48.4,48.4,25.8,0.2,3.4,12.5,41,230.3
3/31/2023 13:05,48.4,48.4,24.6,1.8,4.5,12.5,39,196.5
3/31/2023 13:00,48.6,48.6,24.8,1.8,3.4,12.5,39,187.3
3/31/2023 12:55,48.2,48.2,23.8,2.5,6.9,12.5,38,220.2
3/31/2023 12:50,47.5,46.5,23.2,3.4,6.9,12.5,38,194.9
3/31/2023 12:45,48,48,24.8,0.5,2.2,12.5,40,213.2
3/31/2023 12:40,49.5,49.5,24.3,1.8,8.1,12.5,37,219.6
3/31/2023 12:35,51.3,51.3,23.9,5.4,9.2,12.5,34,466.1
3/31/2023 12:30,49.5,48.4,23,3.8,6.9,12.5,35,811.1
3/31/2023 12:25,51.6,51.6,25.5,1.6,6.9,12.5,36,325
3/31/2023 12:20,51.6,51.6,24.9,3.1,6.9,12.5,35,682.5
3/31/2023 12:15,52.3,52.3,25.5,1.1,8.1,12.5,35,760
3/31/2023 12:10,52,52,25.2,4,6.9,12.5,35,765.4
3/31/2023 12:05,50.7,50.7,26,2.9,12.5,12.5,38,695.7
3/31/2023 12:00,50.4,50.4,24.5,2.2,5.8,12.5,36,665.6
3/31/2023 11:55,50.5,50.5,25.2,1.8,9.2,12.5,37,678.6
3/31/2023 11:50,50.7,50.7,22.7,3.4,5.8,12.5,33,672.7
3/31/2023 11:45,49.8,48.8,25.2,3.8,5.8,12.5,38,659
3/31/2023 11:40,50.2,50.2,25.6,4.5,8.1,12.5,38,683.9
3/31/2023 11:35,49.6,48.4,24.4,4,6.9,12.5,37,655.5
3/31/2023 11:30,49.1,47.5,24,4.5,6.9,12.5,37,648.6
3/31/2023 11:25,49.6,49.6,25,1.3,4.5,12.5,38,670.5
3/31/2023 11:20,47.8,45.1,23.4,5.8,9.2,12.5,38,701.7
3/31/2023 11:15,48.9,47.9,23.1,3.6,8.1,12.5,36,651.1
3/31/2023 11:10,47.8,47.8,25.8,2.5,5.8,12.5,42,617.7
3/31/2023 11:05,47.5,45.2,25.6,5.1,8.1,12.5,42,633
3/31/2023 11:00,46.9,46.9,24.4,2.9,4.5,10.3,41,709.2
3/31/2023 10:55,46.4,46.4,25.7,2,5.8,10.3,44,647.4
3/31/2023 10:50,44.1,42,23.6,4,10.3,10.3,44,447.7
3/31/2023 10:45,43.5,43.5,23.6,2.9,4.5,9.2,45,162.6
3/31/2023 10:40,43.2,43.2,24.3,1.6,5.8,9.2,47,202.1
3/31/2023 10:35,43,43,24.2,2.9,4.5,9.2,47,199
3/31/2023 10:30,43.3,43.3,25.9,1.6,5.8,9.2,50,184.4
3/31/2023 10:25,42.6,42.6,27.6,1.6,9.2,9.2,55,200.2
3/31/2023 10:20,43.9,43.9,26.5,2.2,5.8,5.8,50,184.5
3/31/2023 10:15,44.6,44.6,28.5,1.3,2.2,4.5,53,250.2
3/31/2023 10:10,44.8,44.8,30.1,2.5,3.4,4.5,56,253.8
3/31/2023 10:05,43.9,43.9,29.7,0.2,2.2,3.4,57,435.8
3/31/2023 10:00,41.2,41.2,30,0,2.2,3.4,64,299
3/31/2023 9:55,39.7,39.7,29.3,0,1.1,3.4,66,215.2
3/31/2023 9:50,39.9,39.9,29.1,1.3,3.4,3.4,65,173.1
3/31/2023 9:45,39.7,39.7,30,0.2,1.1,3.4,68,192.3
3/31/2023 9:40,39.4,39.4,30.4,0,0,2.2,70,170.3
3/31/2023 9:35,38.7,38.7,29.1,0,1.1,2.2,68,156.8
3/31/2023 9:30,38.3,38.3,30.1,0,1.1,2.2,72,130.8
3/31/2023 9:25,37.9,37.9,29,1.1,2.2,2.2,70,125.5
3/31/2023 9:21,37.6,37.6,29.7,0,0,2.2,73,123.1
3/31/2023 9:15,37.2,37.2,29,0,1.1,2.2,72,116.1
3/31/2023 9:10,37,37,30.2,0,0,2.2,76,83.2
3/31/2023 9:05,37.2,37.2,29.4,0,1.1,2.2,73,65.2
3/31/2023 9:00,37.4,37.4,29.9,0,1.1,2.2,74,68.8
3/31/2023 8:55,37.6,37.6,30.4,0,0,2.2,75,75
3/31/2023 8:50,37.2,37.2,29.7,0,1.1,2.2,74,106.6
3/31/2023 8:45,36.7,36.7,30.5,0,0,2.2,78,98
3/31/2023 8:40,36,36,29.8,0.9,1.1,2.2,78,79.4
3/31/2023 8:35,35.4,35.4,30.2,0,0,2.2,81,86.2
3/31/2023 8:30,35.1,35.1,30.2,0.2,1.1,2.2,82,129
3/31/2023 8:25,34.2,34.2,29,0.9,2.2,2.2,81,97.5
3/31/2023 8:20,33.3,33.3,29.9,0,0,1.1,87,75.9
3/31/2023 8:15,32.2,32.2,28.8,0,0,1.1,87,62.7
3/31/2023 8:10,31.5,31.5,28.9,0,0,1.1,90,45.3
3/31/2023 8:05,30.7,30.7,28.1,0,0,1.1,90,24.9
3/31/2023 8:00,30.4,30.4,28.4,0,0,1.1,92,20.8
3/31/2023 7:55,30.4,30.4,28.1,0,0,1.1,91,20.2
3/31/2023 7:50,30.6,30.6,28.3,0,0,1.1,91,18.8
3/31/2023 7:45,31.3,31.3,29,0,0,1.1,91,20.2
3/31/2023 7:40,31.1,31.1,28.8,0,0,1.1,91,20.5
3/31/2023 7:35,30,30,28.2,0,0,1.1,93,20.3
3/31/2023 7:30,29.3,29.3,27.8,0,0,1.1,94,22.3
3/31/2023 7:25,28.6,28.6,27.1,0,0,1.1,94,18.9
3/31/2023 7:20,28.6,28.6,27.1,0,0,1.1,94,14.4
3/31/2023 7:15,28.6,28.6,27.4,0,0,1.1,95,9.3
3/31/2023 7:10,28.2,28.2,27,0,0,1.1,95,3.9
3/31/2023 7:05,27.7,27.7,26.2,0,0,1.1,94,2.3
3/31/2023 7:00,27.7,27.7,26.2,0,0,1.1,94,1.5
3/31/2023 6:55,27.7,27.7,26.2,0,0,1.1,94,0.8
3/31/2023 6:50,27.7,27.7,26.2,0,0,1.1,94,0.3
3/31/2023 6:45,27.5,27.5,26,0,0,1.1,94,0.1
3/31/2023 6:40,27.5,27.5,26,0,0,1.1,94,0
3/31/2023 6:35,27.3,27.3,25.8,0,0,1.1,94,0
3/31/2023 6:30,27.3,27.3,26.1,0,1.1,1.1,95,0
3/31/2023 6:25,27,27,25.8,0,0,1.1,95,0
3/31/2023 6:20,27,27,25.8,0,0,1.1,95,0
3/31/2023 6:15,26.8,26.8,25.6,0,0,1.1,95,0
3/31/2023 6:10,26.6,26.6,25.4,0,0,1.1,95,0
3/31/2023 6:05,26.2,26.2,25,0,0,1.1,95,0
3/31/2023 6:00,26.1,26.1,24.9,0,0,1.1,95,0
3/31/2023 5:55,25.9,25.9,24.7,0,0,1.1,95,0
3/31/2023 5:50,25.9,25.9,24.9,0,0,1.1,96,0
3/31/2023 5:45,25.5,25.5,24.5,0,0,1.1,96,0
3/31/2023 5:40,25.2,25.2,24.2,0,0,1.1,96,0
3/31/2023 5:35,24.8,24.8,23.8,0,0,1.1,96,0
3/31/2023 5:30,24.3,24.3,23.3,0,0,1.1,96,0
3/31/2023 5:25,23.7,23.7,22.7,0.2,1.1,1.1,96,0
3/31/2023 5:20,23.2,23.2,22,0,0,1.1,95,0
3/31/2023 5:15,22.8,22.8,21.6,0,0,1.1,95,0
3/31/2023 5:10,22.8,22.8,21.6,0,0,1.1,95,0
3/31/2023 5:05,22.8,22.8,21.6,0,0,1.1,95,0
3/31/2023 5:00,23,23,21.8,0,1.1,1.1,95,0
3/31/2023 4:55,23.5,23.5,22.3,0,0,1.1,95,0
3/31/2023 4:50,23,23,21.8,0,0,1.1,95,0
3/31/2023 4:45,22.6,22.6,21.4,0,0,1.1,95,0
3/31/2023 4:40,22.6,22.6,21.4,0,0,1.1,95,0
3/31/2023 4:35,22.8,22.8,21.6,0,0,1.1,95,0
3/31/2023 4:30,23.2,23.2,21.7,0,0,1.1,94,0
3/31/2023 4:25,23.5,23.5,22.3,0,0,1.1,95,0
3/31/2023 4:20,23.5,23.5,22.3,0,0,1.1,95,0
3/31/2023 4:16,23.7,23.7,22.2,0,0,1.1,94,0
3/31/2023 4:10,23.7,23.7,22.2,0,0,1.1,94,0
3/31/2023 4:05,23.9,23.9,22.4,0,0,1.1,94,0
3/31/2023 4:00,23.7,23.7,22.2,0,0,1.1,94,0
3/31/2023 3:55,24.4,24.4,23.2,0,0,1.1,95,0
3/31/2023 3:50,24.6,24.6,23.4,0,0,1.1,95,0
3/31/2023 3:45,24.8,24.8,23.8,0,0,1.1,96,0
3/31/2023 3:40,24.8,24.8,23.8,0,0,1.1,96,0
3/31/2023 3:35,24.6,24.6,23.6,0,0,1.1,96,0
3/31/2023 3:30,23.7,23.7,22.7,0,0,1.1,96,0
3/31/2023 3:25,24.1,24.1,23.1,0,0,1.1,96,0
3/31/2023 3:20,24.8,24.8,23.8,0,0,1.1,96,0
3/31/2023 3:15,24.8,24.8,23.8,0,0,1.1,96,0
3/31/2023 3:10,25.2,25.2,24.2,0,0,1.1,96,0
3/31/2023 3:05,25.3,25.3,24.3,0,0,1.1,96,0
3/31/2023 3:00,25.5,25.5,24.5,0,0,1.1,96,0
3/31/2023 2:55,25.3,25.3,24.3,0,0,1.1,96,0
3/31/2023 2:50,25.7,25.7,24.7,0,0,1.1,96,0
3/31/2023 2:45,25.9,25.9,24.9,0,0,1.1,96,0
3/31/2023 2:40,25.9,25.9,24.9,0,0,1.1,96,0
3/31/2023 2:35,25.7,25.7,24.7,0,0,1.1,96,0
3/31/2023 2:30,25.7,25.7,24.7,0,0,1.1,96,0
3/31/2023 2:25,26.2,26.2,25.2,0,0,1.1,96,0
3/31/2023 2:20,26.1,26.1,25.1,0,0,1.1,96,0
3/31/2023 2:15,26.4,26.4,25.4,0,0,1.1,96,0
3/31/2023 2:10,26.8,26.8,25.8,0,0,1.1,96,0
3/31/2023 2:05,27,27,25.8,0,0,1.1,95,0
3/31/2023 2:00,27.1,27.1,25.9,0,0,1.1,95,0
3/31/2023 1:55,27.1,27.1,25.9,0,0,1.1,95,0
3/31/2023 1:50,27.3,27.3,26.1,0,0,1.1,95,0
3/31/2023 1:45,27.1,27.1,25.9,0,0,1.1,95,0
3/31/2023 1:40,27.7,27.7,26.5,0,0,1.1,95,0
3/31/2023 1:35,27.9,27.9,26.7,0,0,1.1,95,0
3/31/2023 1:30,28.2,28.2,27,0,0,1.1,95,0
3/31/2023 1:25,28.6,28.6,27.4,0,0,1.1,95,0
3/31/2023 1:20,28.4,28.4,27.2,0,0,1.1,95,0
3/31/2023 1:15,28.6,28.6,27.4,0,0,1.1,95,0
3/31/2023 1:10,28.4,28.4,27.2,0,0,1.1,95,0
3/31/2023 1:05,28.2,28.2,26.7,0,0,1.1,94,0
3/31/2023 1:00,28.4,28.4,26.9,0,0,1.1,94,0
3/31/2023 0:55,28.6,28.6,26.8,0,0,1.1,93,0
3/31/2023 0:50,29.3,29.3,27.5,0,0,1.1,93,0
3/31/2023 0:45,29.7,29.7,27.9,0,0,1.1,93,0
3/31/2023 0:40,29.7,29.7,27.9,0,0,1.1,93,0
3/31/2023 0:35,29.8,29.8,27.8,0,0,1.1,92,0
3/31/2023 0:30,30,30,28,0,0,1.1,92,0
3/31/2023 0:25,30.2,30.2,27.9,0,0,1.1,91,0
3/31/2023 0:20,30.6,30.6,28.8,0,0,0,93,0
3/31/2023 0:15,30.6,30.6,28.6,0,0,0,92,0
3/31/2023 0:10,30.6,30.6,28.6,0,0,0,92,0
3/31/2023 0:05,30.9,30.9,28.9,0,0,0,92,0
3/31/2023 0:00,31.3,31.3,29,0,0,0,91,0
3/30/2023 23:55,31.6,31.6,29,0,0,20.6,90,0
3/30/2023 23:50,32,32,29.4,0,0,20.6,90,0
3/30/2023 23:45,31.5,31.5,29.2,0,0,20.6,91,0
3/30/2023 23:40,31.1,31.1,29.1,0,0,20.6,92,0
3/30/2023 23:35,31.3,31.3,29.3,0,0,20.6,92,0
3/30/2023 23:30,30.9,30.9,28.6,0,0,20.6,91,0
3/30/2023 23:25,31.3,31.3,29,0,0,20.6,91,0
3/30/2023 23:20,31.5,31.5,28.9,0,0,20.6,90,0
3/30/2023 23:15,31.6,31.6,29,0,0,20.6,90,0
3/30/2023 23:11,31.6,31.6,29,0,0,20.6,90,0
3/30/2023 23:05,31.6,31.6,28.7,0,0,20.6,89,0
3/30/2023 23:00,31.8,31.8,28.9,0,0,20.6,89,0
3/30/2023 22:55,32.2,32.2,29.3,0,0,20.6,89,0
3/30/2023 22:50,32.7,32.7,29.5,0,0,20.6,88,0
3/30/2023 22:45,33.1,33.1,29.7,0,0,20.6,87,0
3/30/2023 22:40,33.8,33.8,30.1,0,0,20.6,86,0
3/30/2023 22:35,34.3,34.3,30.3,0,0,20.6,85,0
3/30/2023 22:30,34.3,34.3,30.3,0,0,20.6,85,0
3/30/2023 22:25,34.3,34.3,30.3,0,0,20.6,85,0
3/30/2023 22:20,34.3,34.3,30.3,0,0,20.6,85,0
3/30/2023 22:15,34.7,34.7,30.4,0,0,20.6,84,0
3/30/2023 22:10,34.9,34.9,30.6,0,0,20.6,84,0
3/30/2023 22:05,34.9,34.9,30.3,0,0,20.6,83,0
3/30/2023 22:00,35.2,35.2,30.3,0,0,20.6,82,0
3/30/2023 21:55,35.8,35.8,30.9,0,0,20.6,82,0
3/30/2023 21:50,36.1,36.1,30.8,0,0,20.6,81,0
3/30/2023 21:45,36,36,31,0,0,20.6,82,0
3/30/2023 21:40,35.8,35.8,30.9,0,0,20.6,82,0
3/30/2023 21:35,35.6,35.6,30.7,0,0,20.6,82,0
3/30/2023 21:30,35.4,35.4,30.8,0,0,20.6,83,0
3/30/2023 21:25,35.6,35.6,30.7,0,0,20.6,82,0
3/30/2023 21:20,35.8,35.8,31.2,0,0,20.6,83,0
3/30/2023 21:15,36,36,31,0,0,20.6,82,0
3/30/2023 21:10,36,36,30.4,0.5,1.1,20.6,80,0
3/30/2023 21:05,36,36,30.7,0,1.1,20.6,81,0
3/30/2023 21:00,35.8,35.8,30.6,0,0,20.6,81,0
3/30/2023 20:55,36,36,30.7,0.9,2.2,20.6,81,0
3/30/2023 20:50,36.3,36.3,30.4,1.3,2.2,20.6,79,0
3/30/2023 20:45,36.5,36.5,30.3,0.7,1.1,20.6,78,0
3/30/2023 20:40,36.3,36.3,29.5,0,0,20.6,76,0
3/30/2023 20:35,36.5,36.5,29.3,0,0,20.6,75,0
3/30/2023 20:30,36.5,36.5,29.3,0,1.1,20.6,75,0
3/30/2023 20:25,36.9,36.9,29.7,0,0,20.6,75,0
3/30/2023 20:20,37.2,37.2,29.4,0,0,20.6,73,0
3/30/2023 20:15,37.4,37.4,30.2,0,0,20.6,75,0
3/30/2023 20:10,37.4,37.4,29.5,0.2,2.2,20.6,73,0
3/30/2023 20:05,37.4,37.4,29.9,0.7,2.2,20.6,74,0
3/30/2023 20:00,37,37,29.5,1.3,2.2,20.6,74,0
3/30/2023 19:55,36.9,36.9,29.7,1.1,3.4,20.6,75,0
3/30/2023 19:50,36.7,36.7,30.5,0,2.2,20.6,78,0.1
3/30/2023 19:45,36,36,30.1,1.3,2.2,20.6,79,0.3
3/30/2023 19:40,35.4,35.4,29.9,0,2.2,20.6,80,0.7
3/30/2023 19:35,35.2,35.2,30.6,0,0,20.6,83,1.2
3/30/2023 19:30,35.2,35.2,30.6,0,1.1,20.6,83,1.4
3/30/2023 19:25,35.2,35.2,30.6,1.1,1.1,20.6,83,2.9
3/30/2023 19:20,35.1,35.1,30.8,1.3,2.2,20.6,84,4
3/30/2023 19:15,35.2,35.2,31.2,0.9,2.2,20.6,85,4.5
3/30/2023 19:10,35.6,35.6,31.8,0.2,2.2,20.6,86,4.3
3/30/2023 19:05,35.6,35.6,32.1,0.7,2.2,20.6,87,4.4
3/30/2023 19:00,36,36,32.2,0.5,4.5,20.6,86,4.7
3/30/2023 18:55,36.5,32.4,32.1,4.9,9.2,20.6,84,3.9
3/30/2023 18:50,36,36,31.3,2.5,5.8,20.6,83,13
3/30/2023 18:45,35.8,35.8,32,0.7,4.5,20.6,86,20
3/30/2023 18:40,36.1,33.3,32,3.6,5.8,20.6,85,17.6
3/30/2023 18:35,36.9,34.7,31.6,3.1,6.9,20.6,81,17.9
3/30/2023 18:30,38.5,33.4,31.3,6.9,9.2,20.6,75,15.4
3/30/2023 18:25,39.6,39.6,30.6,2.2,9.2,20.6,70,26.8
3/30/2023 18:20,40.5,40.5,30.4,1.8,5.8,20.6,67,42
3/30/2023 18:15,40.3,38.3,27.9,3.4,5.8,20.6,61,42.8
3/30/2023 18:10,40.1,37.4,27.3,4,6.9,20.6,60,32.4
3/30/2023 18:06,39.6,37,26.5,3.8,8.1,20.6,59,29.8
3/30/2023 18:00,40.1,37.2,28.5,4.3,8.1,20.6,63,34.6
3/30/2023 17:55,41.9,41.9,28.2,1.8,6.9,20.6,58,43.7
3/30/2023 17:50,45,45,27.5,1.3,12.5,20.6,50,52.2
3/30/2023 17:45,46,43.4,26.4,5.1,9.2,20.6,46,73.7
3/30/2023 17:40,46.6,46.6,23,0.2,4.5,20.6,39,66.1
3/30/2023 17:35,46.8,46.8,31.5,2.2,3.4,20.6,55,48.6
3/30/2023 17:30,47.3,45.1,31.5,4.9,5.8,20.6,54,59.7
3/30/2023 17:25,46.9,45.3,32.5,4,6.9,20.6,57,73.8
3/30/2023 17:20,46.4,44.4,33.3,4.5,9.2,20.6,60,112.7
3/30/2023 17:15,45.7,44.7,33,3.1,5.8,20.6,61,138.1
3/30/2023 17:10,46.4,42.6,33.7,7.6,10.3,20.6,61,138.9
3/30/2023 17:05,45.5,45.5,33.6,2.2,5.8,20.6,63,181.9
3/30/2023 17:00,45,41.2,33.6,6.9,8.1,20.6,64,275.3
3/30/2023 16:55,46.2,42.8,34.7,6.7,10.3,20.6,64,208.6
3/30/2023 16:50,44.4,42,33,4.5,6.9,20.6,64,378.5
3/30/2023 16:45,44.1,42,33.1,4,9.2,20.6,65,186.6
3/30/2023 16:40,44.6,42.8,34,3.8,11.4,20.6,66,211.4
3/30/2023 16:35,44.8,40.5,33.4,7.8,11.4,20.6,64,194
3/30/2023 16:30,44.4,42.2,33.4,4.3,11.4,20.6,65,174.8
3/30/2023 16:25,45,42.7,32.8,4.5,9.2,20.6,62,200.1
3/30/2023 16:20,45.7,42.7,32.6,5.8,11.4,20.6,60,231.5
3/30/2023 16:15,48.2,46.5,33.2,4.5,10.3,20.6,56,259.2
3/30/2023 16:10,46.4,43.9,31.6,5.1,6.9,20.6,56,395.8
3/30/2023 16:05,45.9,43.8,32,4.5,6.9,20.6,58,425.9
3/30/2023 16:00,45.3,43.4,31.8,4,5.8,20.6,59,217.6
3/30/2023 15:55,45,43.9,32.4,3.1,4.5,20.6,61,185.1
3/30/2023 15:50,44.4,43.2,33.8,3.1,4.5,20.6,66,209.3
3/30/2023 15:45,44.2,44.2,34.3,0.9,2.2,20.6,68,208.2
3/30/2023 15:40,44.1,42.4,34.2,3.6,6.9,20.6,68,320.4
3/30/2023 15:35,42.8,42.8,33.7,1.8,2.2,20.6,70,461.3
3/30/2023 15:30,42.4,40.3,33.3,3.8,5.8,20.6,70,195.7
3/30/2023 15:25,41.9,41.9,33.5,0.9,8.1,20.6,72,184.7
3/30/2023 15:20,41.9,41.9,33.5,2.5,6.9,20.6,72,177.8
3/30/2023 15:15,41.9,38.8,33.5,4.9,5.8,20.6,72,126.3
3/30/2023 15:10,42.6,39.6,33.5,4.9,8.1,20.6,70,174.6
3/30/2023 15:05,42.8,39.4,33.3,5.6,8.1,20.6,69,266
3/30/2023 15:00,42.3,42.3,33.2,2.2,6.9,20.6,70,176.3
3/30/2023 14:55,42.1,39.9,33,3.8,5.8,20.6,70,199.6
3/30/2023 14:50,42.6,39,33.2,5.8,8.1,20.6,69,242.2
3/30/2023 14:45,42.3,39.9,32.9,4,6.9,20.6,69,240.2
3/30/2023 14:40,42.4,42.4,33,1.8,4.5,20.6,69,204.9
3/30/2023 14:35,42.1,40.4,32.7,3.4,5.8,20.6,69,166.5
3/30/2023 14:30,42.1,39.7,33,4,5.8,20.6,70,166
3/30/2023 14:25,43.5,43.5,34,2.2,5.8,20.6,69,255.4
3/30/2023 14:20,43,41.2,34.3,3.6,5.8,20.6,71,413
3/30/2023 14:15,43.9,42.6,34,3.1,9.2,20.6,68,420.4
3/30/2023 14:10,42.4,42.4,34.7,1.6,5.8,20.6,74,762.8
3/30/2023 14:05,42.1,42.1,34.8,0.2,3.4,20.6,75,872.2
3/30/2023 14:00,40.8,40.8,33.8,0.2,2.2,20.6,76,285.6
3/30/2023 13:55,40.1,40.1,33.2,0.2,1.1,20.6,76,196.6
3/30/2023 13:50,39.6,39.6,33.6,0,1.1,20.6,79,136.1
3/30/2023 13:45,39,39,33,2.5,3.4,20.6,79,117.3
3/30/2023 13:40,39,39,33,2.9,4.5,20.6,79,111.5
3/30/2023 13:35,39.2,39.2,33.6,1.8,3.4,20.6,80,82
3/30/2023 13:30,38.7,38.7,33.7,0,3.4,20.6,82,112
3/30/2023 13:25,38.8,36.4,33.5,3.6,5.8,20.6,81,131.4
3/30/2023 13:20,38.8,38.8,33.5,2.7,6.9,20.6,81,140.1
3/30/2023 13:15,38.7,35.6,33.4,4.3,6.9,20.6,81,154.2
3/30/2023 13:10,38.8,35.7,33.2,4.3,5.8,20.6,80,170.9
3/30/2023 13:05,38.7,38.7,32.8,2.9,8.1,20.6,79,170.3
3/30/2023 13:01,39,34.4,32.4,6.3,8.1,20.6,77,161.3
3/30/2023 12:55,39,33.6,32.1,7.6,10.3,20.6,76,132.8
3/30/2023 12:50,39.4,35.8,32.1,4.9,6.9,20.6,75,116.2
3/30/2023 12:45,40.1,36.3,32.5,5.4,6.9,20.6,74,98.2
3/30/2023 12:40,40.1,40.1,33.2,2.2,4.5,20.6,76,88.1
3/30/2023 12:35,39.9,39.9,32.3,0.9,4.5,20.6,74,73.8
3/30/2023 12:30,40.3,38.3,33,3.4,6.9,20.6,75,78.8
3/30/2023 12:25,40.8,40.8,34.2,1.8,3.4,20.6,77,70.4
3/30/2023 12:20,40.8,40.8,35.1,0,6.9,20.6,80,73.4
3/30/2023 12:15,40.8,40.8,34.5,2.9,4.5,20.6,78,71.5
3/30/2023 12:10,41.2,41.2,35.5,1.8,3.4,20.6,80,68
3/30/2023 12:05,41.4,41.4,36.3,0.9,2.2,20.6,82,58.5
3/30/2023 12:00,42.3,39.9,36.6,4,6.9,20.6,80,71.1
3/30/2023 11:55,43.7,43.7,36.6,1.3,9.2,20.6,76,92.8
3/30/2023 11:50,44.6,42.8,34.7,3.8,11.4,20.6,68,122.3
3/30/2023 11:45,45.5,45.5,33.6,2,5.8,20.6,63,123.9
3/30/2023 11:40,47.1,47.1,33.5,2.2,6.9,20.6,59,131.2
3/30/2023 11:35,47.7,47.7,31.9,2,5.8,20.6,54,93.7
3/30/2023 11:30,49.5,49.5,31.6,2.2,3.4,20.6,50,123.2
3/30/2023 11:25,54.1,54.1,30.3,2.5,12.5,20.6,40,136.9
3/30/2023 11:20,54.5,54.5,25.3,6,12.5,20.6,32,226.1
3/30/2023 11:15,56.1,56.1,25.9,5.4,10.3,20.6,31,295.2
3/30/2023 11:10,56.3,56.3,25.3,5.8,9.2,20.6,30,312.9
3/30/2023 11:05,56.7,56.7,26.4,4,9.2,20.6,31,571.5
3/30/2023 11:00,56.5,56.5,25.4,7.4,11.4,20.6,30,612.8
3/30/2023 10:55,54,54,25.6,7.4,9.2,20.6,33,626.7
3/30/2023 10:50,53.4,53.4,24.3,5.4,10.3,20.6,32,414.7
3/30/2023 10:45,53.6,53.6,25.2,5.8,11.4,20.6,33,189.6
3/30/2023 10:40,52.9,52.9,25.3,5.1,8.1,20.6,34,187.9
3/30/2023 10:35,53.1,53.1,25.5,7.4,11.4,20.6,34,165.1
3/30/2023 10:30,52.9,52.9,24.6,12.1,13.7,20.6,33,154.8
3/30/2023 10:25,54.5,54.5,25.3,9.4,13.7,20.6,32,531.6
3/30/2023 10:20,54.5,54.5,25.3,7.6,13.7,20.6,32,537.7
3/30/2023 10:15,54.1,54.1,25.6,5.8,8.1,20.6,33,254.7
3/30/2023 10:10,54,54,24.8,7.4,9.2,20.6,32,196.9
3/30/2023 10:05,53.8,53.8,25.4,8.1,15.9,20.6,33,500
3/30/2023 10:00,54.1,54.1,25.6,6.7,10.3,20.6,33,221.9
3/30/2023 9:55,53.1,53.1,25.5,5.4,9.2,20.6,34,430.4
3/30/2023 9:50,51.8,51.8,24.3,7.8,11.4,20.6,34,88.5
3/30/2023 9:45,52,52,24.5,7.6,12.5,20.6,34,85.4
3/30/2023 9:40,52.3,52.3,24.1,7.8,12.5,20.6,33,99.6
3/30/2023 9:35,53.4,53.4,24.3,4.7,8.1,20.6,32,99.8
3/30/2023 9:30,54.1,54.1,24.1,6.5,18.3,20.6,31,338.6
3/30/2023 9:25,54.7,54.7,24.7,6.5,11.4,20.6,31,99.4
3/30/2023 9:20,55.2,55.2,24.3,10.1,11.4,13.7,30,75.4
3/30/2023 9:15,55,55,24.1,3.1,6.9,13.7,30,87.2
3/30/2023 9:10,53.2,53.2,23.4,7.4,9.2,13.7,31,127.5
3/30/2023 9:05,52.7,52.7,22.9,7.2,13.7,13.7,31,64.5
3/30/2023 9:00,54,54,23.3,9.2,11.4,13.7,30,74.7
3/30/2023 8:55,53.8,53.8,23.9,3.8,8.1,13.7,31,123.1
3/30/2023 8:50,53.8,53.8,23.9,3.6,10.3,13.7,31,64.3
3/30/2023 8:45,54.7,54.7,23.9,3.1,8.1,11.4,30,68.5
3/30/2023 8:40,54,54,23.3,6.9,9.2,11.4,30,205.5
3/30/2023 8:35,53.8,53.8,23.1,6.9,11.4,11.4,30,159.3
3/30/2023 8:30,53.2,53.2,24.1,2.9,5.8,11.4,32,148.8
3/30/2023 8:25,52.9,52.9,23.1,6,9.2,10.3,31,130.2
3/30/2023 8:20,52.5,52.5,23.5,4,5.8,10.3,32,71.8
3/30/2023 8:15,51.6,51.6,22.7,4.5,5.8,10.3,32,73.9
3/30/2023 8:10,50.7,50.7,22.7,2.5,5.8,10.3,33,49.2
3/30/2023 8:05,50.5,50.5,23.2,2.5,4.5,10.3,34,31.4
3/30/2023 8:00,50.2,50.2,22.2,2.9,4.5,10.3,33,39.9
3/30/2023 7:55,49.5,49.5,22.3,1.8,4.5,10.3,34,29
3/30/2023 7:50,49.5,48.8,21.6,3.4,4.5,10.3,33,23.2
3/30/2023 7:45,49.1,49.1,22.6,2.5,5.8,10.3,35,22.4
3/30/2023 7:40,48,48,21.7,1.1,2.2,10.3,35,20
3/30/2023 7:35,48.6,48.6,20.8,1.6,2.2,10.3,33,17.2
3/30/2023 7:30,48.2,48.2,21.2,1.1,3.4,10.3,34,14.7
3/30/2023 7:25,46.8,46.8,21.3,1.3,3.4,10.3,36,12.4
3/30/2023 7:20,46.2,46.2,21.4,0.2,3.4,10.3,37,9.8
3/30/2023 7:15,45.7,45.7,20.9,1.3,2.2,10.3,37,7.3
3/30/2023 7:10,45.3,45.3,21.2,0,0,10.3,38,5
3/30/2023 7:05,47.7,47.7,22.7,0,1.1,10.3,37,3
3/30/2023 7:00,46.9,46.9,20.7,2.9,3.4,10.3,35,1.7
3/30/2023 6:55,47.1,47.1,21.5,1.1,1.1,10.3,36,0.8
3/30/2023 6:50,46.9,46.9,21.4,1.8,2.2,10.3,36,0.4
